# Constructed from biom file
#OTU ID	190301-05-TN02-NOVI	190307-03-TN01-NOVI	190307-04-TN01-NOVI	190307-05-TN01-NOVI	190307-06-TN01-NOVI	190307-07-TN01-NOVI	190307-08-TN01-NOVI	190307-09-TN01-NOVI	190307-10-TN01-NOVI	190307-11-TN01-NOVI	190312-29-TN04-NOVI	190312-30-TN04-NOVI	190312-31-TN04-NOVI	190312-Control-TN04	190313-05-TN02-NOVI	190320-03-TN01-NOVI	190320-04-TN01-NOVI	190320-05-TN01-NOVI	190320-06-TN01-NOVI	190320-07-TN01-NOVI	190320-08-TN01-NOVI	190404-06-TN04-NOVI	190417-09-VT02-NOVI	190419-52-VT04-NOVI	190419-53-VT04-NOVI	190419-54-VT04-NOVI	190419-55-VT04-NOVI	190419-56-VT04-NOVI	190419-57-VT04-NOVI	190419-58-VT04-NOVI	190419-59-VT04-NOVI	190419-60-VT04-NOVI	190423-03-TN01-NOVI	190423-04-TN01-NOVI	190430-01-TN01-NOVI	190430-02-TN01-NOVI	190521-02-VT02-NOVI	190521-03-VT02-NOVI	190521-04-VT02-NOVI	190521-05-VT02-NOVI	190521-06-VT02-NOVI	190521-07-VT02-NOVI	190521-08-VT02-NOVI	190521-09-VT02-NOVI	190523-01-VT04-NOVI	190523-02-VT04-NOVI	190523-03-VT04-NOVI	190523-04-VT04-NOVI	190523-05-VT04-NOVI	190523-06-VT04-NOVI	190523-07-VT04-NOVI	190523-08-VT04-NOVI	190523-09-VT04-NOVI	190523-10-VT04-NOVI	190523-11-VT04-NOVI	190523-12-VT04-NOVI	190523-13-VT04-NOVI	190523-14-VT04-NOVI	190523-15-VT04-NOVI	190724-01-VT04-NOVI	190724-02-VT04-NOVI	190724-03-VT04-NOVI	190724-04-VT04-NOVI	190724-05-VT04-NOVI	190724-06-VT04-NOVI	190724-07-VT04-NOVI	190724-08-VT04-NOVI	190724-09-VT04-NOVI	190724-10-VT04-NOVI	190724-11-VT04-NOVI	190724-12-VT04-NOVI	190724-13-VT04-NOVI	190724-14-VT04-NOVI	190724-15-VT04-NOVI	190724-16-VT04-NOVI	190724-17-VT04-NOVI	190724-18-VT04-NOVI	190724-19-VT04-NOVI	190724-20-VT04-NOVI	190814-13-VT04-NOVI	190814-15-VT04-NOVI	190814-16-VT04-NOVI	190814-17-VT04-NOVI	190814-18-VT04-NOVI	190814-19-VT04-NOVI	190920-01-TN01-NOVI	190920-02-TN01-NOVI	190920-03-TN01-NOVI	190920-04-TN01-NOVI	190920-05-TN01-NOVI	190920-06-TN01-NOVI	191014-01-TN01-NOVI	191014-02-TN01-NOVI	191014-Control-TN01	191022-01-VT04-NOVI	191022-02-VT04-NOVI	191022-03-VT04-NOVI	191022-04-VT04-NOVI	191022-05-VT04-NOVI	191022-06-VT04-NOVI	191022-07-VT04-NOVI	191022-08-VT04-NOVI	191022-09-VT04-NOVI	191022-10-VT04-NOVI	191022-11-VT04-NOVI	191022-12-VT04-NOVI	191022-13-VT04-NOVI	191022-14-VT04-NOVI	191022-15-VT04-NOVI	191022-16-VT04-NOVI	191022-17-VT04-NOVI	191022-18-VT04-NOVI	191022-19-VT04-NOVI	191022-20-VT04-NOVI	191023-01-VT01-NOVI	191023-01-VT02-NOVI	191023-02-VT01-NOVI	191023-02-VT02-NOVI	191023-03-VT01-NOVI	191023-03-VT02-NOVI	191023-04-VT01-NOVI	191023-04-VT02-NOVI	191023-05-VT02-NOVI	191023-06-VT02-NOVI	191023-07-VT02-NOVI	191023-08-VT02-NOVI	191023-09-VT02-NOVI	191023-10-VT02-NOVI	191023-11-VT02-NOVI	191023-12-VT02-NOVI	191023-13-VT02-NOVI	191023-14-VT02-NOVI	191023-15-VT02-NOVI	191023-16-VT02-NOVI	191023-17-VT02-NOVI	191023-18-VT02-NOVI	191023-19-VT02-NOVI	191023-20-VT02-NOVI	191029-01-TN01-NOVI	191029-02-TN01-NOVI	191029-03-TN01-NOVI	191104-01-TN01-NOVI	191104-02-TN01-NOVI	191104-03-TN01-NOVI	191104-04-TN01-NOVI	191104-Control-TN01	C-10-22-19	C-2019	C-7-24-19	MOCK	ExtractControl1	ExtractControl2	Mock	neg4	NM.Control	SmPro544	SmPro545	SmPro546	SmPro547	SmPro548	SmPro550	SmPro554	SmPro555	SmPro557	SmPro558	TN18.70	TN18.71	TN18.72	TN18.73	TN18.74	TN18.75	TN18.76	TN18.77	TN18.78	TN18.79	TN18.80	TN18.81	TN18.82	TN18.83	TN18.84	TN18.85	TN18.86	TN18.87	TN18.88	TN18.89	TN18.90	TN18.91	TN18.92	TN18.93	TN18.94	VT18.100	VT18.101	VT18.102	VT18.103	VT18.104	VT18.105	VT18.106	VT18.107	VT18.108	VT18.109	VT18.110	VT18.111	VT18.112	VT18.113	VT18.114	VT18.115	VT18.116	VT18.117	VT18.118	VT18.119	VT18.120	VT18.121	VT18.122	VT18.123	VT18.124	VT18.125	VT18.126	VT18.127	VT18.128	VT18.42	VT18.43	VT18.44	VT18.45	VT18.46	VT18.47	VT18.48	VT18.49	VT18.50	VT18.51	VT18.52	VT18.53	VT18.54	VT18.55	VT18.56	VT18.57	VT18.58	VT18.59	VT18.60	VT18.61	VT18.62	VT18.63	VT18.64	VT18.65	VT18.66	VT18.67	VT18.68	VT18.69	VT18.70	VT18.71	VT18.72	VT18.73	VT18.74	VT18.75	VT18.76	VT18.77	VT18.78	VT18.79	VT18.81	VT18.82	VT18.83	VT18.84	VT18.85	VT18.86	VT18.87	VT18.88	VT18.89	VT18.91	VT18.92	VT18.93	VT18.94	VT18.95	VT18.96	VT18.97	VT18.98	VT18.99	MockCommunity	TN17.106	TN17.107	TN17.108	TN17.109	TN17.110	TN17.111	TN17.112	TN17.113	TN17.114	TN17.115	TN17.116
k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria];o__[Chthoniobacterales];f__[Chthoniobacteraceae];g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	10.0	34.0	0.0	16.0	3.0	9.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	6.0	0.0	0.0	0.0	2.0	5.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	1.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	5.0	4.0	4.0	0.0	0.0	6.0	17.0	8.0	0.0	4.0	9.0	0.0	2.0	0.0	4.0	0.0	4.0	5.0	4.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	8.0	0.0	0.0	0.0	6.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	2.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	9.0	2.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	1.0	7.0	0.0	1.0	3.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	9.0	2.0	1.0	0.0	12.0	0.0	5.0	4.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	90.0	29.0	0.0	23.0	0.0	31.0	116.0	55.0	5.0	15.0	38.0	46.0	0.0	37.0	54.0	3.0	32.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	81.0	0.0	0.0	0.0	10.0	14.0	25.0	12.0	29.0	0.0	0.0	66.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	8.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	50.0	2.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Pseudonocardia;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	4.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	37.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	34.0	0.0	2.0	3.0	15.0	7.0	1.0	11.0	0.0	2.0	0.0	2.0	3.0	4.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	11.0	2.0	6.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	14.0	2.0	6.0	6.0	2.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	6.0	5.0	0.0	1.0	0.0	13.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__PW3;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	4.0	0.0	0.0	0.0	0.0	210.0	250.0	0.0	0.0	0.0	51.0	40.0	4.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	0.0	102.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	94.0	65.0	35.0	75.0	35.0	16.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	92.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	107.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	0.0	4.0	50.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	10.0	2.0	0.0	0.0	76.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	367.0	41.0	21.0	4.0	0.0	1.0	3.0	1.0	0.0	0.0	2.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	86.0	5.0	2.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae;g__Patulibacter;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	7.0	3.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	62.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Thermicanaceae];g__Thermicanus;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	155.0	65.0	106.0	82.0	68.0	42.0	102.0	0.0	13.0	0.0	0.0	0.0	28.0	18.0	28.0	22.0	21.0	29.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	11.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	5.0	50.0	19.0	11.0	9.0	0.0	0.0	8.0	0.0	1.0	0.0	0.0	0.0	8.0	0.0	1.0	95.0	0.0	4.0	0.0	7.0	32.0	36.0	0.0	32.0	96.0	38.0	38.0	35.0	18.0	10.0	9.0	13.0	14.0	64.0	0.0	2.0	0.0	2.0	1.0	8.0	11.0	20.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0	0.0	19.0	2.0	5.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	7.0	1.0	8.0	0.0	12.0	9.0	2.0	0.0	0.0	10.0	0.0	7.0	14.0	0.0	5.0	7.0	51.0	34.0	52.0	23.0	32.0	22.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	5.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	14.0	10.0	101.0	43.0	107.0	51.0	42.0	52.0	98.0	63.0	98.0	54.0	9.0	48.0	17.0	34.0	59.0	85.0	78.0	23.0	12.0	24.0	8.0	51.0	14.0	21.0	34.0	10.0	36.0	65.0	0.0	0.0	2.0	0.0	5.0	3.0	1.0	0.0	2.0	1.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	8.0	4.0	9.0	1.0	0.0	3.0	13.0	16.0	20.0	5.0	3.0	2.0	5.0	0.0	8.0	0.0	17.0	7.0	9.0	7.0	14.0	41.0	45.0	47.0	26.0	84.0	72.0	21.0	33.0	70.0	77.0	31.0	101.0	97.0	122.0	33.0	2.0	149.0	62.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0
